186	302	3	891717742
22	377	1	878887116
298	474	4	884182806
253	465	5	891628467
305	451	3	886324817
62	257	2	879372434
286	1014	5	879781125
224	29	3	888104457
291	1042	4	874834944
234	1184	2	892079237
119	392	4	886176814
299	144	4	877881320
291	118	2	874833878
308	1	4	887736532
95	546	2	879196566
301	98	4	882075827
225	193	4	879539727
97	194	3	884238860
181	1081	1	878962623
7	32	4	891350932
287	327	5	875333916
246	201	5	884921594
249	241	5	879641194
99	4	5	886519097
178	332	3	882823437
251	100	4	886271884
42	423	5	881107687
292	515	4	881103977
246	919	4	884920949
223	274	4	891550094
189	512	4	893277702
246	416	3	884923047
178	248	4	882823954
225	237	5	879539643
299	229	3	878192429
225	480	5	879540748
291	144	5	874835091
267	518	5	878971773
42	403	3	881108684
95	625	4	888954412
119	1153	5	874781198
62	498	4	879373848
62	382	3	879375537
90	382	5	891383835
286	208	4	877531942
250	496	4	878090499
265	118	4	875320714
198	498	3	884207492
42	96	5	881107178
168	151	5	884288058
90	648	4	891384754
62	21	3	879373460
237	514	4	879376641
94	789	4	891720887
298	317	4	884182806
44	195	5	878347874
264	200	5	886122352
250	264	3	878089182
224	245	3	888082216
82	135	3	878769629
262	1147	4	879791710
250	140	3	878092059
286	379	5	877533771
7	479	4	891352010
174	368	1	886434402
82	1134	2	884714402
305	427	5	886323090
95	787	2	888954930
299	955	4	889502823
299	111	3	877878184
99	268	3	885678247
85	427	3	879456350
213	273	5	878870987
121	514	3	891387947
90	98	5	891383204
49	559	2	888067405
42	794	3	881108425
155	323	2	879371261
305	117	2	886324028
44	294	4	883612356
80	466	5	887401701
298	281	3	884183336
66	298	4	883601324
99	79	4	885680138
26	258	3	891347949
7	455	4	891353086
119	328	4	876923913
213	172	5	878955442
94	1217	3	891723086
26	930	2	891385985
256	452	4	882164999
1	61	4	878542420
292	174	5	881105481
251	748	2	886272175
224	26	3	888104153
181	220	4	878962392
305	471	4	886323648
125	235	2	892838559
97	228	5	884238860
90	347	4	891383319
125	478	4	879454628
299	14	4	877877775
16	944	1	877727122
301	790	4	882078621
305	214	2	886323068
286	171	4	877531791
178	568	4	882826555
62	65	4	879374686
301	401	4	882078040
70	746	3	884150257
250	7	4	878089716
14	98	3	890881335
299	1018	3	889502324
119	237	5	874775038
66	258	4	883601089
233	202	5	879394264
214	334	3	891542540
192	476	2	881368243
301	56	4	882076587
234	141	3	892334609
181	264	2	878961624
7	382	4	891352093
264	813	4	886122952
181	872	1	878961814
85	507	4	879456199
286	143	4	889651549
292	11	5	881104093
189	520	5	893265380
119	222	5	874775311
158	177	4	880134407
301	79	5	882076403
181	3	2	878963441
1	189	3	888732928
296	705	5	884197193
42	546	3	881105817
301	554	3	882078830
16	64	5	877720297
95	135	3	879197562
296	508	5	884196584
16	705	5	877722736
184	218	3	889909840
181	1295	1	878961781
184	153	3	889911285
1	33	4	878542699
1	160	4	875072547
184	321	5	889906967
94	343	4	891725009
301	227	3	882077222
301	191	3	882075672
82	183	3	878769848
308	1197	4	887739521
267	410	4	878970785
286	237	2	875806800
90	1086	4	891384424
308	649	4	887739292
16	197	5	877726146
61	678	3	892302309
299	577	3	889503806
305	425	4	886324486
49	959	2	888068912
94	1224	3	891722802
197	96	5	891409839
234	206	4	892334543
308	402	4	887740700
308	640	4	887737036
94	265	4	891721889
121	291	3	891390477
296	20	5	884196921
234	612	3	892079140
7	163	4	891353444
234	1451	3	892078343
178	731	4	882827532
236	71	3	890116671
