595	1264	2	887588203
606	123	3	878143605
608	1172	5	880404636
607	487	4	883879213
606	418	5	880923745
608	490	4	880405824
606	15	5	878143729
606	241	3	880926246
606	186	5	880925290
608	1115	4	880406168
595	1067	4	886922069
607	529	4	883880027
608	661	3	880405927
610	315	4	888702764
607	107	4	883879756
611	300	5	891636244
617	637	3	883789507
606	147	5	880922503
608	150	3	880406299
618	204	3	891307098
614	126	4	879464183
595	1134	5	886921392
609	538	1	886895795
618	100	4	891308063
615	735	3	879448823
606	473	4	878149415
610	11	4	888703432
618	781	3	891309382
615	517	5	879449068
618	185	5	891308260
617	7	3	883789425
616	269	4	891224517
608	65	5	880406469
618	367	3	891309319
615	170	4	879447895
608	1153	3	880406623
620	71	5	889988005
618	93	3	891307019
614	287	3	879464456
610	751	4	888702795
611	350	4	891636399
571	496	3	883354886
618	182	4	891307289
618	28	4	891309887
608	9	4	880403765
619	245	4	885953743
617	860	1	883789635
614	25	1	879464376
613	258	5	891227365
622	2	4	882671363
621	404	3	874965496
621	567	3	874964991
619	117	5	885953778
622	845	3	882590291
606	1110	2	880927358
615	1021	5	879448119
615	886	2	879447692
608	69	4	880405702
620	444	3	889987682
606	620	4	887059014
622	797	2	882670862
619	39	2	885954083
604	444	2	883668175
622	106	2	882591172
617	396	1	883789590
621	542	2	874965093
615	87	4	879448780
606	96	5	880925074
617	565	4	883789635
622	756	3	882591321
607	86	4	883880079
618	96	3	891307749
624	471	4	879792493
608	276	2	880404975
612	926	2	875324789
624	278	4	879793545
620	1043	4	889988340
615	1192	4	879448715
606	210	3	880924557
595	289	4	886920602
620	930	2	889987875
616	300	4	891224644
619	809	1	885954238
627	26	3	879530824
621	833	3	880738462
623	50	5	891035112
628	270	5	880776981
623	275	5	891035112
621	263	1	883800011
617	294	1	883788511
622	284	1	882590670
625	748	3	891262561
622	993	4	882590809
615	259	1	879447642
614	117	3	879464352
627	699	1	879530263
608	162	3	880406862
621	147	3	880738282
621	107	4	880737311
629	284	4	880117719
595	1059	4	886921344
621	748	4	880226710
621	135	5	885596819
627	179	5	879530536
610	483	5	888702859
621	541	4	874964605
633	28	4	877212366
627	1004	4	879531504
595	825	2	886921606
622	730	4	882669509
618	2	2	891309091
621	451	1	874963028
615	289	2	879447670
625	739	3	891263665
618	237	4	891307343
614	100	5	879464119
622	755	4	882670211
619	403	5	885954159
632	188	4	879457857
622	479	4	882669668
624	864	3	879793198
620	268	4	889986452
623	523	4	891034756
622	12	5	882669468
620	565	4	889987682
617	132	1	883789006
615	644	4	879448599
620	465	4	889988232
620	768	5	889988069
632	288	3	879458977
633	1132	2	875325691
631	272	4	888464916
634	458	4	875729148
604	183	3	883668021
634	476	3	875729668
617	53	1	883789537
624	50	5	879792581
627	281	3	879531504
617	98	2	883789080
615	179	4	879447968
625	172	4	891263057
595	1094	3	886921820
634	237	5	877018125
639	88	3	891239638
624	346	3	885215462
634	273	3	875729069
627	210	3	879531248
624	271	3	879791884
595	928	3	886921820
630	294	4	885666018
639	242	4	891238514
634	405	4	877017872
627	144	2	879531158
630	934	3	885667624
632	622	4	879459418
620	294	5	889986557
627	1194	4	879529855
630	845	3	885666918
614	411	3	879465452
642	70	2	886132189
609	287	5	886894940
620	101	2	889988069
620	121	5	889987825
637	100	4	882902924
619	328	1	885953684
624	262	4	891961078
627	403	2	879530694
640	11	4	874777440
637	690	5	882900888
632	164	4	879458692
634	302	5	877974667
642	1039	5	885602630
612	878	2	875324400
630	717	3	885667661
610	216	4	888703291
642	951	3	886568618
617	606	3	883788929
628	330	5	880777096
642	38	4	885843141
623	815	2	891034053
624	748	3	879792109
626	288	3	878771243
613	303	4	891227111
617	488	4	883789386
612	1063	5	875325049
634	977	3	877018033
643	419	4	891448002
627	467	5	879530042
598	323	4	886711452
616	355	4	891224881
642	921	5	885603849
623	642	3	891034472
642	746	3	885602483
638	194	3	876695774
635	873	3	878878752
640	53	4	874778274
625	96	5	892000372
644	100	4	889076775
630	476	5	885667108
595	742	2	886921521
644	748	4	889076222
635	294	3	878878588
627	956	2	879530463
628	168	4	880777167
631	286	3	888465033
630	117	5	885666804
633	176	3	875325577
624	742	4	879793093
625	258	4	891262561
629	58	4	880117215
636	222	5	891449148
645	748	1	892052039
607	528	4	883879556
642	720	5	885606787
638	183	4	876694704
642	728	4	886131674
640	941	5	874778095
640	173	5	886354270
643	671	4	891446652
648	96	5	884368538
642	1469	4	886568725
610	527	4	888703801
625	151	3	891999874
595	763	3	886921551
632	71	4	879458649
598	349	4	886711452
633	526	4	877212250
642	132	3	885603636
633	143	4	877211134
640	38	4	874778612
630	278	4	885667508
635	300	3	878879107
630	1040	4	885667660
645	69	4	892053644
642	105	5	885606482
648	473	3	882211965
595	129	3	886921088
639	488	4	891240160
624	272	5	885215463
634	1008	2	877017951
632	25	1	879459418
648	288	4	882211654
630	127	2	885666536
633	288	2	875324233
624	952	3	879793129
638	472	3	876695307
634	919	2	877979309
609	878	1	886895827
639	306	4	891238550
634	286	5	877018125
634	124	3	875728913
647	554	4	876533810
644	300	5	889075967
650	630	5	891371061
625	428	5	891953755
